text,category,clean_text
"I cannot seem to buy something online with my card? the payment comes back, what's going on?",reverted_card_payment?,buy online card payment come s go
Did a card payment that I made get cancelled?,reverted_card_payment?,card payment cancel
"I think a card payment I made was cancelled, can you check?",reverted_card_payment?,think card payment cancel check
A seller is stating that they haven't received money yet when the money has already deducted from my account.,reverted_card_payment?,seller state not receive money money deduct account
I an not sure but it looks as if a card payment I made was cancelled.,reverted_card_payment?,sure look card payment cancel
The money is still in my account even though I already paid -- I don't understand what happened.,reverted_card_payment?,money account pay not understand happen
My card payment might have been reverted.,reverted_card_payment?,card payment revert
"I noticed my card payment was cancelled, can you tell me why?",reverted_card_payment?,notice card payment cancel tell
I am not able to purchase anything online! I have been using my card on multiple sites over a period of two weeks and none of the payments have gone through. Why is this happening?,reverted_card_payment?,able purchase online card multiple site period week payment go happen
I believe my card payment has reverted,reverted_card_payment?,believe card payment revert
What do I do if my payment was reverted?,reverted_card_payment?,payment revert
My payment was stopped,reverted_card_payment?,payment stop
My payment was cancelled,reverted_card_payment?,payment cancel
My payment did not go through because the app reverted it,reverted_card_payment?,payment app revert
Was my card payment reverted?,reverted_card_payment?,card payment revert
Is it possible that my card payment was reverted?,reverted_card_payment?,possible card payment revert
Is it possible for me to change my PIN number?,change_pin,possible change pin number
What are the steps to change my PIN to something else?,change_pin,step change pin
In what way can I change my PIN and where do I need to be?,change_pin,way change pin need
Can I change my PIN at any cash machines?,change_pin,change pin cash machine
I need to make my card PIN a different number,change_pin,need card pin different number
Can I change my PIN abroad?,change_pin,change pin abroad
Do I have to go to the bank to change my PIN?,change_pin,bank change pin
If I want to can I set up a new PIN?,change_pin,want set new pin
Do I have to go into the bank to change my PIN?,change_pin,bank change pin
Can I change my PIN at my local bank?,change_pin,change pin local bank
"If I wanted to change my PIN, how would I do that?",change_pin,want change pin
If I want to select a new PIN what do I do?,change_pin,want select new pin
How can I change my PIN without going to the bank?,change_pin,change pin go bank
Do I need to speak to a representative to change my pin?,change_pin,need speak representative change pin
Can I pick a new PIN?,change_pin,pick new pin
Where can I update my pin number?,change_pin,update pin number
Can I change my PIN remotely?,change_pin,change pin remotely
I need to change my card PIN.,change_pin,need change card pin
If i want to change my pin number can I directly from an ATM?,change_pin,want change pin number directly atm
Are there any specific cash machines that I have to go to in order to change my PIN?,change_pin,specific cash machine order change pin
Can I change my PIN at any ATM?,change_pin,change pin atm
Can I change my pin at an atm?,change_pin,change pin atm
Can I change my PIN without being physically present?,change_pin,change pin physically present
Can you tell me how to change my PIN?,change_pin,tell change pin
I want to choose a new PIN.,change_pin,want choose new pin
Is there a way yo change my PIN?,change_pin,way yo change pin
Can I change my PIN?,change_pin,change pin
Do I need to go to a physical bank to change my PIN?,change_pin,need physical bank change pin
What cash machines will let me change my PIN?,change_pin,cash machine let change pin
Do I need to go to an office to change my pin?,change_pin,need office change pin
Which ATM's am i able to change my PIN?,change_pin,atms able change pin
Can I change my PIN without going to a bank?,change_pin,change pin go bank
Can my PIN changed remotely without visiting a bank?,change_pin,pin change remotely visit bank
Which countries can I change my PIN in?,change_pin,country change pin
Can I change my pin through the app?,change_pin,change pin app
I want a new PIN please.,change_pin,want new pin
Can I change my PIN at a nearby ATM when in Spain? I think someone saw my PIN and I need to change it but am on vacation.,change_pin,change pin nearby atm spain think see pin need change vacation
Please help me set up a new PIN.,change_pin,help set new pin
I have been travelling overseas and I need to change my PIN. Can you tell me how this is done?,change_pin,travel overseas need change pin tell
Is there a location where I can change my PIN?,change_pin,location change pin
I am on vacation in Spain and need to change my pin.,change_pin,vacation spain need change pin
How can I change my PIN even though I'm out of the country in Austria at the moment?,change_pin,change pin m country austria moment
Can I change my PIN in Austria?,change_pin,change pin austria
Can I change my in at all ATM's?,change_pin,change atms
I'm travelling abroad but I've run into a situation where I need to change my PIN immediately. Can I do this from here?,change_pin,m travel abroad ve run situation need change pin immediately
I must change my PIN as soon as possible.,change_pin,change pin soon possible
"I think my pin has been compromised, what do I do?",change_pin,think pin compromise
Where do I need to go to change my PIN?,change_pin,need change pin
Do I have to change my PIN at a bank?,change_pin,change pin bank
Can I change my PIN on my phone?,change_pin,change pin phone
Help me with a PIN change.,change_pin,help pin change
I want to change my PIN - do I need to be in a bank?,change_pin,want change pin need bank
How do I change the PIN?,change_pin,change pin
Where can I change my PIN?,change_pin,change pin
Change my pin?,change_pin,change pin
Can you tell me where  can change my PIN?,change_pin,tell change pin
Can I change my pin at a cash machine?,change_pin,change pin cash machine
Is it possible to change my PIN?,change_pin,possible change pin
I really need to know how to change my pin.,change_pin,need know change pin
Is going to a bank only way to change my PIN?,change_pin,go bank way change pin
How can I reset my PIN?,change_pin,reset pin
Is it possible to change my pin if i am out of the country?,change_pin,possible change pin country
How can I set a new pin.,change_pin,set new pin
"I think someone saw my PIN and I am on vacation in Spain, can I change it locally at an ATM?",change_pin,think see pin vacation spain change locally atm
Are there cash machines where I can change my PIN?,change_pin,cash machine change pin
"I can't freeze my account as I need the card as I am traveling, how do I change my pin?",change_pin,not freeze account need card travel change pin
How do I change my card PIN?,change_pin,change card pin
"While on vacation in Spain I think someone saw my PIN and I now need to change it, can I do this at an ATM in Spain?",change_pin,vacation spain think see pin need change atm spain
How do I go about changing my PIN?,change_pin,change pin
Am I able to change my PIN at certain cash machines?,change_pin,able change pin certain cash machine
Your ATM pin can be changed at any VISA or MasterCard ATM with PIN services. Certain countries don't support ATM pin changes.,change_pin,atm pin change visa mastercard atm pin service certain country not support atm pin change
I am on vacation in Spain and think someone saw my pin when… Can I change it at a local ATM?,change_pin,vacation spain think see pin change local atm
I'm on vacation in Europe but I desperately need to change my PIN. Can I do this from abroad?,change_pin,m vacation europe desperately need change pin abroad
Can I reset my PIN?,change_pin,reset pin
At what cash machines can I change my PIN?,change_pin,cash machine change pin
I want to change my PIN.,change_pin,want change pin
What steps do I have to take to change my PIN?,change_pin,step change pin
I want to change my pin number from an ATM. Is this possible?,change_pin,want change pin number atm possible
I would like to change the the PIN on my card.,change_pin,like change pin card
"I'm in Austria right now, but I really need to change my PIN right now. Can I do this even though I'm in another country?",change_pin,m austria right need change pin right m country
How can I alteration my PIN?,change_pin,alteration pin
I want to create a new pin.,change_pin,want create new pin
"
Do I need to go to a physical bank to change my PIN?",change_pin,need physical bank change pin
May I change my PIN?,change_pin,change pin
Please help me change my PIN.,change_pin,help change pin
Set a new PIN please.,change_pin,set new pin
Can I change my PIN online?,change_pin,change pin online
How do I change my PIN abroad?,change_pin,change pin abroad
How can I change my Rowlock ?,change_pin,change rowlock
How can I change my old pin to a new one?,change_pin,change old pin new
Changing my PIN,change_pin,change pin
Can I get a new pin number at any ATM using my card?,change_pin,new pin number atm card
Please let me know how to change my PIN?,change_pin,let know change pin
Can I change my PIN without going to a bank branch?,change_pin,change pin go bank branch
Tell me how to setup a new PIN.,change_pin,tell setup new pin
Can my PIN be changed in any cash machine?,change_pin,pin change cash machine
Can you tell me what I need to do to have my pin changed?,change_pin,tell need pin change
Am I allowed to change my PIN anywhere?,change_pin,allow change pin
I want to replace my current PIN.,change_pin,want replace current pin
Help me change my PIN.,change_pin,help change pin
Are their certain cash machines where I can change my pin?,change_pin,certain cash machine change pin
"
Which cash machines will allow me to change my PIN?",change_pin,cash machine allow change pin
How can I change my PIN?  Help.,change_pin,change pin help
Do you know how to change my card PIN?,change_pin,know change card pin
Where do I go to change my PIN?,change_pin,change pin
How do I change my pin while traveling?,change_pin,change pin travel
Can I change my PIN if I want to?,change_pin,change pin want
What ATMs will allow me to change my PIN?,change_pin,atms allow change pin
"Your card pin can be changed at any Visa or MasterCard ATM with Pin services, excluding countries such as Belgium, Luxembourg, Austria, Germany, Spain, and France.",change_pin,card pin change visa mastercard atm pin service exclude country belgium luxembourg austria germany spain france
Do I have to go to an actual bank to change my PIN?,change_pin,actual bank change pin
"Can I change my pin at ATMs?  If so, what ones?",change_pin,change pin atms one
Can I change my card PIN?,change_pin,change card pin
Which atms allow me to change my pin?,change_pin,atms allow change pin
Is there a way to change my PIN without having to go to the bank?,change_pin,way change pin have bank
Tell me what ATMs allow me to change my PIN.,change_pin,tell atms allow change pin
Can I change my PIN on holiday?,change_pin,change pin holiday
What is the process to change my PIN?,change_pin,process change pin
Please tell me how to change my pin.,change_pin,tell change pin
At what ATM can I change my PIN?,change_pin,atm change pin
"If I am not in the country and I need to change my PIN, how can this be done?",change_pin,country need change pin
What do I have to do to change my pin?,change_pin,change pin
Can I change my pin number at a cash machine?,change_pin,change pin number cash machine
is there something blocking me from making transfers,beneficiary_not_allowed,block make transfer
What are the reasons for my beneficiary not being allowed?,beneficiary_not_allowed,reason beneficiary allow
Is there something wrong with the transferring functions? I keep trying to transfer funds and only get an error message.,beneficiary_not_allowed,wrong transferring function try transfer fund error message
What are the reasons a beneficiary would be denied?,beneficiary_not_allowed,reason beneficiary deny
A transfer to my account was denied.,beneficiary_not_allowed,transfer account deny
Why was I not allowed to do a transfer to a beneficiary?,beneficiary_not_allowed,allow transfer beneficiary
I got a message that my transfer is not possible.  What is happening?  I need this to go through please.,beneficiary_not_allowed,get message transfer possible happen need
What is the reason for my beneficiary to be disallowed?,beneficiary_not_allowed,reason beneficiary disallow
Can someone explain why I'm getting a message on my screen saying my transfer isn't possible? I've done several in the past and haven't had a single problem until now. What's going on?,beneficiary_not_allowed,explain m get message screen say transfer not possible ve past not single problem s go
I tried transferring to an account but it won't let me.,beneficiary_not_allowed,try transfer account will not let
It's not letting me transfer money to my beneficiery.,beneficiary_not_allowed,let transfer money beneficiery
My transfer to an account failed.,beneficiary_not_allowed,transfer account fail
Why is my beneficiary not allowed?,beneficiary_not_allowed,beneficiary allow
For some reason I am unable to preform a transfer to a beneficiary.,beneficiary_not_allowed,reason unable preform transfer beneficiary
My beneficiary is not allowed?  Why?,beneficiary_not_allowed,beneficiary allow
I tried to transfer funds to a beneficiary and was denied. Can you tell me why?,beneficiary_not_allowed,try transfer fund beneficiary deny tell
What is the reason I couldn't do a transfer to a beneficiary?,beneficiary_not_allowed,reason not transfer beneficiary
I got a message that I cannot name X as a beneficiary.,beneficiary_not_allowed,get message x beneficiary
Why am I not allowed to add a certain beneficiary?,beneficiary_not_allowed,allow add certain beneficiary
Why can't my beneficiary access my account?,beneficiary_not_allowed,not beneficiary access account
I'm trying to purchase crypto via the app. I haven't been able to get it to go through. Am I doing something wrong?,beneficiary_not_allowed,m try purchase crypto app not able wrong
Hello - I'm on the app and trying to purchase crypto. It's not going through. What am I doing wrong?,beneficiary_not_allowed,hello m app try purchase crypto go wrong
My beneficiary didn't receive my transfer,beneficiary_not_allowed,beneficiary not receive transfer
why didnt a transfer to my account process,beneficiary_not_allowed,not transfer account process
Why can I not do a  transfer,beneficiary_not_allowed,transfer
Why didn't my transfer to a beneficiary go through?,beneficiary_not_allowed,not transfer beneficiary
"For some reason, I'm unable to transfer funds.",beneficiary_not_allowed,reason m unable transfer fund
Why has my beneficiary been denied?,beneficiary_not_allowed,beneficiary deny
I need to transfer to my account and cant.,beneficiary_not_allowed,need transfer account not
Why am I not allowed to transfer money to my cryptocurrency exchange?,beneficiary_not_allowed,allow transfer money cryptocurrency exchange
what are the reasons why you would not be able to process a payment,beneficiary_not_allowed,reason able process payment
Why can't I transfer to another account?,beneficiary_not_allowed,not transfer account
Are there restrictions to transfers to certain accounts?,beneficiary_not_allowed,restriction transfer certain account
Please tell me why I am having problems transferring to a beneficiary.,beneficiary_not_allowed,tell have problem transfer beneficiary
I wanted to purchase some crypto. The app will not let me. What's going on here? I really want to make this exchange.,beneficiary_not_allowed,want purchase crypto app let s go want exchange
My attempted transfer keeps kicking back with an error message.  Could you please help me to resolve this?,beneficiary_not_allowed,attempt transfer keep kick error message help resolve
i tried to do a transfer to an account but it didn't work,beneficiary_not_allowed,try transfer account not work
I just got an error message saying my transfer is not possible? Why is that? I've transferred money before and it worked without problem,beneficiary_not_allowed,get error message say transfer possible ve transfer money work problem
Why is my beneficiary being denies?,beneficiary_not_allowed,beneficiary deny
Why does my transfer keep generating an error message?,beneficiary_not_allowed,transfer generate error message
I want a reason as to why my beneficiary is not allowed?,beneficiary_not_allowed,want reason beneficiary allow
"Hi, I am interested buying crypto currency but unable to purchase it through the application. I do want to do the exchange, Could you please let me know what is the problem?",beneficiary_not_allowed,hi interested buy crypto currency unable purchase application want exchange let know problem
Why can't a beneficiary receive a money transfer from me?,beneficiary_not_allowed,not beneficiary receive money transfer
Why won't my transfer to another account work?,beneficiary_not_allowed,will not transfer account work
My account transfer was not cleared.,beneficiary_not_allowed,account transfer clear
"I am getting an error stating my transfer is not possible while transferring money. Let me know the issue as its the first time i am getting error, earlier it used to work.",beneficiary_not_allowed,get error state transfer possible transfer money let know issue time get error early work
I wasn't able to do a transfer to an account,beneficiary_not_allowed,not able transfer account
Why would a transfer to an account not be allowed?,beneficiary_not_allowed,transfer account allow
why is a transfer to beneficiary not possible?,beneficiary_not_allowed,transfer beneficiary possible
Why did my transfer to a beneficiary fail?,beneficiary_not_allowed,transfer beneficiary fail
Explain why I can't do a transfer to an account.,beneficiary_not_allowed,explain not transfer account
Why can't my beneficiary get access?,beneficiary_not_allowed,not beneficiary access
I'm suddenly getting an error while attempting a transfer that it isn't possible. Why? I've done it before.,beneficiary_not_allowed,m suddenly get error attempt transfer not possible ve
I cannot make a transfer to another account.,beneficiary_not_allowed,transfer account
Why can't I transfer money to a beneficiary,beneficiary_not_allowed,not transfer money beneficiary
why didnt my account allow a transfer,beneficiary_not_allowed,not account allow transfer
are transfers to a beneficiary possible,beneficiary_not_allowed,transfer beneficiary possible
Why are you not accepting my transfer!! I've tried a couple times already now and it just keeps showing an error message,beneficiary_not_allowed,accept transfer ve try couple time keep show error message
Will a beneficiary not accept a transfer?,beneficiary_not_allowed,beneficiary accept transfer
Why would a transfer to a beneficiary not go through?,beneficiary_not_allowed,transfer beneficiary
For what reason can I not transfer money to a beneficiary?,beneficiary_not_allowed,reason transfer money beneficiary
What happens when a beneficiary can't receive my transfer?,beneficiary_not_allowed,happen beneficiary not receive transfer
i tried to transfer cryptocurrency into my account but was denied,beneficiary_not_allowed,try transfer cryptocurrency account deny
Why wasn't my payment to beneficiary X approved?,beneficiary_not_allowed,not payment beneficiary x approve
My transfer to a beneficiary did not go through.  Why?,beneficiary_not_allowed,transfer beneficiary
I really was trying to complete this exhange. I was trying to purchase some crypto but the app won't allow me to do it. Can you tell me what's going on here?,beneficiary_not_allowed,try complete exhange try purchase crypto app will not allow tell s go
Why won't you let me name X as a beneficiary?,beneficiary_not_allowed,will not let x beneficiary
Why couldn't I transfer funds to my beneficiary?,beneficiary_not_allowed,not transfer fund beneficiary
Why can't I transfer money to a beneficiery?,beneficiary_not_allowed,not transfer money beneficiery
Am I allowed to transfer money to a beneficiary?,beneficiary_not_allowed,allow transfer money beneficiary
Why didn't my transfer to a beneficiary happen?,beneficiary_not_allowed,not transfer beneficiary happen
A transfer was not allowed to an account.,beneficiary_not_allowed,transfer allow account
Why can't I use this beneficiary?,beneficiary_not_allowed,not use beneficiary
"I want to transfer money to a beneficiary, but I couldn't.",beneficiary_not_allowed,want transfer money beneficiary not
My funds are not transferring to my bank. Why is this not working?,beneficiary_not_allowed,fund transfer bank work
Just received a message that my transfer is not possible??  What is going on.  I have done this before with no issues.,beneficiary_not_allowed,receive message transfer possible go issue
I am trying  to  transfer and  it has been  stopped why is  that,beneficiary_not_allowed,try transfer stop
"This is frustrating, I'm at work and my transfers are not going through. I keep getting an error message, I do not have time for this.",beneficiary_not_allowed,frustrating m work transfer go get error message time
I am trying to complete a transfer but I keep getting an error message.,beneficiary_not_allowed,try complete transfer get error message
"I normally have no issues making transfers, so why am I suddenly being told it is not possible?",beneficiary_not_allowed,normally issue make transfer suddenly tell possible
My account did not allow the transfer.,beneficiary_not_allowed,account allow transfer
"Why is my transfer not working? I tried multiple times to transfer money, and all that happens is an error message pops up.",beneficiary_not_allowed,transfer work try multiple time transfer money happen error message pop
Why was my transfer stopped ?,beneficiary_not_allowed,transfer stop
Why is allowance not being given to my beneficiary?,beneficiary_not_allowed,allowance give beneficiary
I have been trying to exchange this for crypto but the app won't work could you please help me?,beneficiary_not_allowed,try exchange crypto app will not work help
The transfer to my account was not allowed.,beneficiary_not_allowed,transfer account allow
My beneficiary is unable to transact,beneficiary_not_allowed,beneficiary unable transact
I need to move money to another beneficiary. Why is it not working?,beneficiary_not_allowed,need money beneficiary work
I don't understand why you aren't accepting my transfer. After a couple times trying I'm still getting an error message.,beneficiary_not_allowed,not understand not accept transfer couple time try m get error message
the transfer to an account wasn't allowed is there any other way for me to do it,beneficiary_not_allowed,transfer account not allow way
I was unable to transfer money to a beneficiary.,beneficiary_not_allowed,unable transfer money beneficiary
Why can't I use my beneficiary?,beneficiary_not_allowed,not use beneficiary
Why is this beneficiary being rejected?,beneficiary_not_allowed,beneficiary reject
"I have to transfer money over to my mother, and I have tried numerous times and all that keeps happening is error messages.",beneficiary_not_allowed,transfer money mother try numerous time keep happen error message
why did my account decline a incoming transfer,beneficiary_not_allowed,account decline incoming transfer
Why will my transfer not go through?!  Keep getting an error message.,beneficiary_not_allowed,transfer get error message
My transfer to a beneficiary was rejected.,beneficiary_not_allowed,transfer beneficiary reject
The transfer to my beneficiary has not gone through,beneficiary_not_allowed,transfer beneficiary go
I wasn't allowed to transfer to my account,beneficiary_not_allowed,not allow transfer account
I was trying to purchase some crypto and the app won't allow me to do it. What's the deal with this? I really wanted to complete the exchange.,beneficiary_not_allowed,try purchase crypto app will not allow s deal want complete exchange
I have made several unsuccessful attempts to make a transfer.  I'm getting frustrated at getting error messages and it not going through.,beneficiary_not_allowed,unsuccessful attempt transfer m get frustrate get error message go
My money didnt go through after I transferred.,beneficiary_not_allowed,money not transfer
I tried transferring to an account but it didn't go through. What happened?,beneficiary_not_allowed,try transfer account not happen
I cant transfer money into my account,beneficiary_not_allowed,not transfer money account
why can't my beneficiary make transactions?,beneficiary_not_allowed,not beneficiary transaction
Why can't I add any beneficiary I choose?,beneficiary_not_allowed,not add beneficiary choose
Why am I unable to transfer money when I was able to before?,beneficiary_not_allowed,unable transfer money able
"Hello I am unable to exchange the crypto currency through the app, i am very keen to buy. Please let me know the issue.    interested buying crypto currency but i am unable to purchase it through the application,i do want to do the exchange, Could you please let me know what is the problem?",beneficiary_not_allowed,hello unable exchange crypto currency app keen buy let know issue interested buying crypto currency unable purchase applicationi want exchange let know problem
Why is a transfer to a beneficiary not possible?,beneficiary_not_allowed,transfer beneficiary possible
Can you please explain why my beneficiary is not allowed?,beneficiary_not_allowed,explain beneficiary allow
"I tried transferring money to a beneficiary, however, I was unsuccessful.",beneficiary_not_allowed,try transfer money beneficiary unsuccessful
The app won't let me transfer money to a beneficiary,beneficiary_not_allowed,app will not let transfer money beneficiary
Why can I not do a transfer to a beneficiary?,beneficiary_not_allowed,transfer beneficiary
why wasn't a transfer to account approved,beneficiary_not_allowed,not transfer account approve
"I was trying to make a transfer and got an error message telling me it was not possible to make the transfer. This has never happened before, what happened?",beneficiary_not_allowed,try transfer get error message tell possible transfer happen happen
Why is my beneficiary not being allowed to get payment services?,beneficiary_not_allowed,beneficiary allow payment service
"I have tried to submit a transfer a couple of times now, and for some reason, it continues to be unsuccessful. Do you know why this may be?",beneficiary_not_allowed,try submit transfer couple time reason continue unsuccessful know
Why can't I transfer to an account?,beneficiary_not_allowed,not transfer account
I could not transfer funds to a beneficiary; is there a problem with your software?,beneficiary_not_allowed,transfer fund beneficiary problem software
Why is my beneficiary not working?,beneficiary_not_allowed,beneficiary work
Why can't you allow my beneficiary?,beneficiary_not_allowed,not allow beneficiary
My transfer to another account was not allowed. Why is that?,beneficiary_not_allowed,transfer account allow
Why couldn't I transfer to a beneficiairy?,beneficiary_not_allowed,not transfer beneficiairy
I couldn't transfer to an account.,beneficiary_not_allowed,not transfer account
My transfer failed to a beneficiary,beneficiary_not_allowed,transfer fail beneficiary
I was unable to transfer to another account.,beneficiary_not_allowed,unable transfer account
Why was I denied the option to transfer money to a selected beneficiary?,beneficiary_not_allowed,deny option transfer money select beneficiary
I keep getting an error message when I'm trying to transfer funds! Why aren't you accepting that?,beneficiary_not_allowed,get error message m try transfer fund not accept
Why is this not letting me exchange crypto? I need help making this transaction go through.,beneficiary_not_allowed,let exchange crypto need help make transaction
I could not transfer to a beneficiary,beneficiary_not_allowed,transfer beneficiary
Why cant I transfer to my account?,beneficiary_not_allowed,not transfer account
Why  am I being told this  transfer will not  go thru,beneficiary_not_allowed,tell transfer
I couldn't transfer money to a beneficiery,beneficiary_not_allowed,not transfer money beneficiery
"While transferring money, its getting error out as my transfer is not possible. Please help me in this as earlier i was able to do it successfully.",beneficiary_not_allowed,transfer money getting error transfer possible help early able successfully
"Hi,  Is there any problem with app? As i am facing some issues with the exchange of crypto currency. I am extremely interested in buying.",beneficiary_not_allowed,hi problem app face issue exchange crypto currency extremely interested buy
"Hi, I'm trying to by some crypto and the app isn't allowing it. I really want to exchange this, what am I doing wrong?",beneficiary_not_allowed,hi m try crypto app not allow want exchange wrong
My account transfer was blocked.,beneficiary_not_allowed,account transfer block
What is preventing me from adding a specific beneficiary?,beneficiary_not_allowed,prevent add specific beneficiary
"I couldn't transfer money to my bank, why not?",beneficiary_not_allowed,not transfer money bank
Why cant I send money to a beneficiary?,beneficiary_not_allowed,not send money beneficiary
How can I transfer money to a beneficiary?,beneficiary_not_allowed,transfer money beneficiary
It shows that the transfer on my account wasn't allowed.,beneficiary_not_allowed,show transfer account not allow
Could you please explain why I received a message that my transfer is not possible? I've never had any problems making a transfer in the past.,beneficiary_not_allowed,explain receive message transfer possible ve problem make transfer past
Hi i received an error message informing me about the transaction failure. I have done the money transfer before and it never failed. Please let me know what is the issue this time.,beneficiary_not_allowed,hi receive error message inform transaction failure money transfer fail let know issue time
Why would I receive an error that my transfer isn't possible when I've done it before?,beneficiary_not_allowed,receive error transfer not possible ve
My card isn't letting me purchase something and I wanted to know why.,beneficiary_not_allowed,card not let purchase want know
Why isn't my beneficiary allowed?,beneficiary_not_allowed,not beneficiary allow
is a transfer to a beneficiary allowed?,beneficiary_not_allowed,transfer beneficiary allow
What are then rules on beneficiaries?,beneficiary_not_allowed,rule beneficiary
Why can't I buy cryptocurrency on the app?,beneficiary_not_allowed,not buy cryptocurrency app
Payment did not process,beneficiary_not_allowed,payment process
I've been trying to make a transfer and it hasn't gone through. Now I am receiving an error message.  What is the problem?,beneficiary_not_allowed,ve try transfer not go receive error message problem
I am having trouble transferring money to a beneficiery.,beneficiary_not_allowed,have trouble transfer money beneficiery
"Why won't you take my transfer, I keep getting an error message.",beneficiary_not_allowed,will not transfer get error message
beneficiary transfer problems?,beneficiary_not_allowed,beneficiary transfer problem
Why would my beneficiary not be allowed?,beneficiary_not_allowed,beneficiary allow
"I was transferring some money to a friend, which I thought would be free, but I see there is a charge.  What's up with that?",transfer_fee_charged,transfer money friend think free charge s
"There is a fee for a transfer, please explain that to me.",transfer_fee_charged,fee transfer explain
I didn't know there was a charge for tranferring. What is the charge?,transfer_fee_charged,not know charge tranferre charge
"I transferred money, why was charged for an extra fee?",transfer_fee_charged,transfer money charge extra fee
When I made a transfer I was charged extra.,transfer_fee_charged,transfer charge extra
Is there a fee that comes with transfers?,transfer_fee_charged,fee come transfer
I shouldn't be charged any fee for transferring .,transfer_fee_charged,not charge fee transfer
I've been using my account while abroad for a while but only recently I've been charged a fee. Why am I only being charged a fee now.,transfer_fee_charged,ve account abroad recently ve charge fee charge fee
why am I being charged a fee for transferring money ?,transfer_fee_charged,charge fee transfer money
I transferred money from one account to another account and I charged a fee for it. Why is that?,transfer_fee_charged,transfer money account account charge fee
Why was I charged extra when transferring?,transfer_fee_charged,charge extra transfer
During the last month I used this account to make payments for my place abroad. I noticed the fees have increased and I wonder why. Shouldn't frequent users have less fees as incentive to keep using instead of increasing them out of nowhere?,transfer_fee_charged,month account payment place abroad notice fee increase wonder not frequent user fee incentive instead increase
Why did it cost money to transfer funds?,transfer_fee_charged,cost money transfer fund
What kind of fees will I pay when I transfer?,transfer_fee_charged,kind fee pay transfer
My transaction went through but I was charged a fee. Why?,transfer_fee_charged,transaction go charge fee
"A transfer I sent was received in less than the full amount I originally sent, and now I have to send additional funds to cover the full amount. What happened?",transfer_fee_charged,transfer send receive originally send send additional fund cover happen
Should I be seeing a fee applied for my money transfer?,transfer_fee_charged,see fee apply money transfer
Can you please tell me why I was charged an extra fee on my transfer?,transfer_fee_charged,tell charge extra fee transfer
"I made a transfer and the receiver said an amount was received, but not exactly the same as the right amount. I now have to transfer more to get the remainder to the receiver. Can you alert me about this. What's been happening?",transfer_fee_charged,transfer receiver say receive exactly right transfer remainder receiver alert s happen
"I made a transfer and the receiver said an amount was received, but less than the right amount. I now have to transfer more to get the remainder to the receiver. Can you tell me about this. What's been going on?",transfer_fee_charged,transfer receiver say receive right transfer remainder receiver tell s go
Why is my transfer more expensive than I thought?,transfer_fee_charged,transfer expensive think
Why am I being charged to transfer funds?,transfer_fee_charged,charge transfer fund
I noticed additional charges when transferring?,transfer_fee_charged,notice additional charge transfer
Why is there a charge for my transfer?,transfer_fee_charged,charge transfer
I got charged a fee for transferring money.,transfer_fee_charged,get charge fee transfer money
"I see a transfer fee, but to my understand, that should have been free, what happened?",transfer_fee_charged,transfer fee understand free happen
Why was I charged for transferring money?,transfer_fee_charged,charge transfer money
I found a transfer fee - is that correct?,transfer_fee_charged,find transfer fee correct
I did a transfer.  What is the extra fee?,transfer_fee_charged,transfer extra fee
I got an unexpected charge on my transfers. How can I correct this?,transfer_fee_charged,get unexpected charge transfer correct
Why am I seeing a transfer fee on my bank statement?,transfer_fee_charged,see transfer fee bank statement
"I transferred money, but I think I've been charged a fee for it?",transfer_fee_charged,transfer money think ve charge fee
Please explain the fee on a transfer I made.,transfer_fee_charged,explain fee transfer
Why was I charged an extra fee when doing a transfer?,transfer_fee_charged,charge extra fee transfer
"I was charged a fee for the transfer, but can you tell me why?",transfer_fee_charged,charge fee transfer tell
"So I've been using my account frequently to manage payments for my vacation house in a different country, and now I'm getting hit with ridiculously high fees! What's with that? Ought not I be rewarded as a frequent user?",transfer_fee_charged,ve account frequently manage payment vacation house different country m getting hit ridiculously high fee s ought reward frequent user
I bought something online and it says there was a fee to transfer money. Isn't that free?,transfer_fee_charged,buy online say fee transfer money not free
There's something wrong on my bill. A transfer fee should never have been added.,transfer_fee_charged,s wrong bill transfer fee add
I did a transfer and was charged a fee that I shouldn't have been!,transfer_fee_charged,transfer charge fee not
Why are you charging me a transfer fee?,transfer_fee_charged,charge transfer fee
Why was a fee changed for my transfer?,transfer_fee_charged,fee change transfer
"I made a transfer and the receiver did not get the right amount its lesser than what it should be,Now I have to transfer more money to make up for the missing amount . Can you please help me about this, what should be done",transfer_fee_charged,transfer receiver right less benow transfer money miss help
Does transferring money have a fee?,transfer_fee_charged,transfer money fee
"Why did the person I transferred money to not receive the correct amount? What should I do to get them the right amount, do I have to transfer more money to them?",transfer_fee_charged,person transfer money receive correct right transfer money
Why is there a fee for my transfer?,transfer_fee_charged,fee transfer
why is there a fee for the transfer I made?,transfer_fee_charged,fee transfer
Why has transferring money resulted in a charge?,transfer_fee_charged,transfer money result charge
Where did my extra fee for the transfer come from?,transfer_fee_charged,extra fee transfer come
How much do I have to pay if I want to transfer money?,transfer_fee_charged,pay want transfer money
I thought transfers were free. Why was I charged to transfer?,transfer_fee_charged,think transfer free charge transfer
I made a transfer and was charged extra. Why?,transfer_fee_charged,transfer charge extra
"I thought I can make transfers for free, this is not fair. I bought something online from abroad and there was some weird additional fee that I've never seen before?",transfer_fee_charged,think transfer free fair buy online abroad weird additional fee ve see
"I transferred some money recently and saw a fee on my account, what's that for?",transfer_fee_charged,transfer money recently see fee account s
